student_id,gender,lunch,school,classroom
7PML3,Male,Qualifies for reduced/free lunch,FBUMG,JGD
8FLEP,Female,Does not qualify,FBUMG,JGD
95X1X,Male,Qualifies for reduced/free lunch,FBUMG,JGD
IW48S,Male,Qualifies for reduced/free lunch,FBUMG,JGD
K0K0N,Male,Does not qualify,FBUMG,JGD
NU48M,Female,Does not qualify,FBUMG,JGD
OE2B4,Female,Does not qualify,FBUMG,JGD
UUSTB,Male,Does not qualify,FBUMG,JGD
VK6OF,Male,Does not qualify,FBUMG,JGD
XK8M9,Female,Does not qualify,FBUMG,JGD
Y9GZZ,Female,Does not qualify,FBUMG,JGD
34ANF,Female,Does not qualify,GJJHK,HCB
40S5U,Male,Qualifies for reduced/free lunch,GJJHK,HCB
4GUP5,Male,Qualifies for reduced/free lunch,GJJHK,HCB
7JBMI,Female,Qualifies for reduced/free lunch,GJJHK,HCB
7KY71,Female,Does not qualify,GJJHK,HCB
8EZAA,Male,Qualifies for reduced/free lunch,GJJHK,HCB
9P75A,Female,Qualifies for reduced/free lunch,GJJHK,HCB
AIU1M,Female,Qualifies for reduced/free lunch,GJJHK,HCB
CT443,Female,Qualifies for reduced/free lunch,GJJHK,HCB
EH504,Female,Qualifies for reduced/free lunch,GJJHK,HCB
EUYRP,Female,Qualifies for reduced/free lunch,GJJHK,HCB
F25BI,Male,Qualifies for reduced/free lunch,GJJHK,HCB
I7CCK,Female,Qualifies for reduced/free lunch,GJJHK,HCB
IZMFR,Female,Qualifies for reduced/free lunch,GJJHK,HCB
KEQ3F,Female,Qualifies for reduced/free lunch,GJJHK,HCB
LH25F,Male,Qualifies for reduced/free lunch,GJJHK,HCB
LM4OR,Female,Qualifies for reduced/free lunch,GJJHK,HCB
P3N7B,Female,Qualifies for reduced/free lunch,GJJHK,HCB
PFAAM,Female,Qualifies for reduced/free lunch,GJJHK,HCB
RX0B1,Female,Qualifies for reduced/free lunch,GJJHK,HCB
S8IFL,Male,Qualifies for reduced/free lunch,GJJHK,HCB
UXH3Z,Male,Qualifies for reduced/free lunch,GJJHK,HCB
0NJH4,Female,Qualifies for reduced/free lunch,GJJHK,NOR
4MEAA,Female,Qualifies for reduced/free lunch,GJJHK,NOR
4RJ6D,Male,Qualifies for reduced/free lunch,GJJHK,NOR
5X4KE,Male,Qualifies for reduced/free lunch,GJJHK,NOR
71A2K,Female,Qualifies for reduced/free lunch,GJJHK,NOR
72VS3,Male,Qualifies for reduced/free lunch,GJJHK,NOR
7812G,Female,Qualifies for reduced/free lunch,GJJHK,NOR
7QOXC,Male,Qualifies for reduced/free lunch,GJJHK,NOR
9Z43Y,Female,Qualifies for reduced/free lunch,GJJHK,NOR
AWC27,Male,Qualifies for reduced/free lunch,GJJHK,NOR
B9JUN,Female,Does not qualify,GJJHK,NOR
BVRKY,Female,Qualifies for reduced/free lunch,GJJHK,NOR
CGV37,Male,Qualifies for reduced/free lunch,GJJHK,NOR
CNEYB,Male,Qualifies for reduced/free lunch,GJJHK,NOR
DUG1A,Male,Qualifies for reduced/free lunch,GJJHK,NOR
FBVVD,Male,Does not qualify,GJJHK,NOR
I0L86,Female,Qualifies for reduced/free lunch,GJJHK,NOR
I30XE,Female,Qualifies for reduced/free lunch,GJJHK,NOR
JH2PX,Male,Qualifies for reduced/free lunch,GJJHK,NOR
PNO97,Female,Qualifies for reduced/free lunch,GJJHK,NOR
QZJWC,Female,Qualifies for reduced/free lunch,GJJHK,NOR
RUPTX,Female,Qualifies for reduced/free lunch,GJJHK,NOR
TMN52,Male,Does not qualify,GJJHK,NOR
WPYXQ,Female,Does not qualify,GJJHK,NOR
YPLB7,Female,Does not qualify,GJJHK,NOR
ZH0UC,Female,Qualifies for reduced/free lunch,GJJHK,NOR
ZLIIF,Male,Qualifies for reduced/free lunch,GJJHK,NOR
0YINX,Male,Qualifies for reduced/free lunch,GJJHK,X78
1X80E,Female,Does not qualify,GJJHK,X78
42M64,Male,Qualifies for reduced/free lunch,GJJHK,X78
4EPVT,Male,Qualifies for reduced/free lunch,GJJHK,X78
6TS1O,Male,Qualifies for reduced/free lunch,GJJHK,X78
7X7KI,Male,Qualifies for reduced/free lunch,GJJHK,X78
AX6YY,Female,Qualifies for reduced/free lunch,GJJHK,X78
CZSGJ,Female,Qualifies for reduced/free lunch,GJJHK,X78
IJKWF,Female,Does not qualify,GJJHK,X78
ILS1W,Male,Qualifies for reduced/free lunch,GJJHK,X78
KUH3Q,Male,Qualifies for reduced/free lunch,GJJHK,X78
LFC9U,Male,Does not qualify,GJJHK,X78
MIGU8,Male,Qualifies for reduced/free lunch,GJJHK,X78
MMT5M,Male,Does not qualify,GJJHK,X78
R1PZ7,Female,Qualifies for reduced/free lunch,GJJHK,X78
RWS2C,Male,Qualifies for reduced/free lunch,GJJHK,X78
SJ05X,Female,Qualifies for reduced/free lunch,GJJHK,X78
USMBE,Female,Qualifies for reduced/free lunch,GJJHK,X78
W1RIV,Male,Qualifies for reduced/free lunch,GJJHK,X78
ZJ7VU,Male,Qualifies for reduced/free lunch,GJJHK,X78
ZJHIT,Male,Does not qualify,GJJHK,X78
0G5ME,Female,Qualifies for reduced/free lunch,GJJHK,YUC
0TIVQ,Female,Qualifies for reduced/free lunch,GJJHK,YUC
3RFLZ,Female,Qualifies for reduced/free lunch,GJJHK,YUC
5TM1N,Female,Qualifies for reduced/free lunch,GJJHK,YUC
73BV7,Female,Qualifies for reduced/free lunch,GJJHK,YUC
7K35Q,Female,Qualifies for reduced/free lunch,GJJHK,YUC
7SD9P,Male,Qualifies for reduced/free lunch,GJJHK,YUC
8D526,Male,Qualifies for reduced/free lunch,GJJHK,YUC
9S1OP,Male,Does not qualify,GJJHK,YUC
DZP4C,Female,Qualifies for reduced/free lunch,GJJHK,YUC
F3VMF,Female,Qualifies for reduced/free lunch,GJJHK,YUC
FYE5C,Female,Qualifies for reduced/free lunch,GJJHK,YUC
K3DEI,Female,Qualifies for reduced/free lunch,GJJHK,YUC
K6QF7,Female,Qualifies for reduced/free lunch,GJJHK,YUC
M14K7,Male,Does not qualify,GJJHK,YUC
N1YBR,Female,Qualifies for reduced/free lunch,GJJHK,YUC
O6C2E,Female,Qualifies for reduced/free lunch,GJJHK,YUC
P259Z,Female,Qualifies for reduced/free lunch,GJJHK,YUC
QUOMH,Female,Qualifies for reduced/free lunch,GJJHK,YUC
RT30S,Male,Qualifies for reduced/free lunch,GJJHK,YUC
S85CT,Male,Qualifies for reduced/free lunch,GJJHK,YUC
1AP9Z,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
2WHU2,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
74BU8,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
79WZ1,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
7ZTHI,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
8FPNB,Female,Does not qualify,GJJHK,ZDT
B1OMF,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
BED44,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
CL6FV,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
DXOUM,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
EPWXS,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
FIRGN,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
FZMZP,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
GI2EF,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
HKS1U,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
K0K0A,Female,Does not qualify,GJJHK,ZDT
K6ZPT,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
L8312,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
LB2TH,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
ND7EU,Female,Does not qualify,GJJHK,ZDT
O8YKS,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
SPPI3,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
U2EMB,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
UKJAZ,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
VKH07,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
W5NUO,Male,Qualifies for reduced/free lunch,GJJHK,ZDT
XRD78,Female,Qualifies for reduced/free lunch,GJJHK,ZDT
4KZTB,Female,Qualifies for reduced/free lunch,GOKXL,ENO
73OKF,Female,Qualifies for reduced/free lunch,GOKXL,ENO
7GLHH,Male,Qualifies for reduced/free lunch,GOKXL,ENO
7PFTS,Male,Does not qualify,GOKXL,ENO
86R4S,Female,Does not qualify,GOKXL,ENO
99V7R,Male,Qualifies for reduced/free lunch,GOKXL,ENO
9TO9F,Male,Qualifies for reduced/free lunch,GOKXL,ENO
B5Y1R,Male,Does not qualify,GOKXL,ENO
BVRN8,Female,Qualifies for reduced/free lunch,GOKXL,ENO
C9ZJQ,Female,Qualifies for reduced/free lunch,GOKXL,ENO
DNCDV,Male,Qualifies for reduced/free lunch,GOKXL,ENO
GK1Q3,Female,Qualifies for reduced/free lunch,GOKXL,ENO
HCOHF,Male,Does not qualify,GOKXL,ENO
K2N0T,Female,Qualifies for reduced/free lunch,GOKXL,ENO
KI2M3,Male,Qualifies for reduced/free lunch,GOKXL,ENO
NK5EF,Male,Qualifies for reduced/free lunch,GOKXL,ENO
PLX9B,Female,Qualifies for reduced/free lunch,GOKXL,ENO
RFVK8,Female,Does not qualify,GOKXL,ENO
RTGSE,Female,Qualifies for reduced/free lunch,GOKXL,ENO
SQBOO,Male,Qualifies for reduced/free lunch,GOKXL,ENO
UPAJX,Male,Qualifies for reduced/free lunch,GOKXL,ENO
YSVSY,Male,Qualifies for reduced/free lunch,GOKXL,ENO
1990J,Female,Qualifies for reduced/free lunch,GOKXL,TSA
2UYFR,Male,Qualifies for reduced/free lunch,GOKXL,TSA
31EAI,Male,Qualifies for reduced/free lunch,GOKXL,TSA
5H30M,Male,Qualifies for reduced/free lunch,GOKXL,TSA
6THJV,Male,Does not qualify,GOKXL,TSA
8GKA1,Male,Qualifies for reduced/free lunch,GOKXL,TSA
B7ZPX,Female,Qualifies for reduced/free lunch,GOKXL,TSA
CESCR,Female,Qualifies for reduced/free lunch,GOKXL,TSA
DZLHN,Female,Qualifies for reduced/free lunch,GOKXL,TSA
EJH9S,Male,Qualifies for reduced/free lunch,GOKXL,TSA
ENASL,Male,Does not qualify,GOKXL,TSA
GVLVE,Male,Qualifies for reduced/free lunch,GOKXL,TSA
H6KJ5,Male,Qualifies for reduced/free lunch,GOKXL,TSA
JHKPJ,Female,Qualifies for reduced/free lunch,GOKXL,TSA
JX1DB,Female,Qualifies for reduced/free lunch,GOKXL,TSA
L1D2K,Male,Qualifies for reduced/free lunch,GOKXL,TSA
LBNRH,Male,Qualifies for reduced/free lunch,GOKXL,TSA
NRU3S,Male,Qualifies for reduced/free lunch,GOKXL,TSA
PUU4A,Female,Qualifies for reduced/free lunch,GOKXL,TSA
QOXPF,Male,Does not qualify,GOKXL,TSA
R4P1G,Male,Qualifies for reduced/free lunch,GOKXL,TSA
XHFUX,Male,Qualifies for reduced/free lunch,GOKXL,TSA
ZRYLC,Male,Qualifies for reduced/free lunch,GOKXL,TSA
0YXPR,Female,Qualifies for reduced/free lunch,GOKXL,VA6
1QIW0,Male,Does not qualify,GOKXL,VA6
1SDXS,Female,Qualifies for reduced/free lunch,GOKXL,VA6
6BFD2,Male,Does not qualify,GOKXL,VA6
876R0,Male,Qualifies for reduced/free lunch,GOKXL,VA6
APD4B,Male,Qualifies for reduced/free lunch,GOKXL,VA6
AXE5J,Female,Qualifies for reduced/free lunch,GOKXL,VA6
BPVY4,Female,Qualifies for reduced/free lunch,GOKXL,VA6
BR5EY,Female,Qualifies for reduced/free lunch,GOKXL,VA6
CR5FB,Male,Qualifies for reduced/free lunch,GOKXL,VA6
IJPLC,Male,Does not qualify,GOKXL,VA6
M5UK3,Female,Qualifies for reduced/free lunch,GOKXL,VA6
MOCJB,Male,Qualifies for reduced/free lunch,GOKXL,VA6
R8JLM,Female,Qualifies for reduced/free lunch,GOKXL,VA6
RTKNR,Male,Qualifies for reduced/free lunch,GOKXL,VA6
TME5H,Female,Qualifies for reduced/free lunch,GOKXL,VA6
WUYJ3,Female,Does not qualify,GOKXL,VA6
YT5M3,Male,Qualifies for reduced/free lunch,GOKXL,VA6
Z2T0F,Male,Qualifies for reduced/free lunch,GOKXL,VA6
0KZS6,Female,Qualifies for reduced/free lunch,GOOBU,18K
3XNVR,Male,Qualifies for reduced/free lunch,GOOBU,18K
4MTC1,Male,Qualifies for reduced/free lunch,GOOBU,18K
7QOXV,Female,Qualifies for reduced/free lunch,GOOBU,18K
AQCB5,Male,Qualifies for reduced/free lunch,GOOBU,18K
BGPAQ,Male,Qualifies for reduced/free lunch,GOOBU,18K
BV3MI,Male,Qualifies for reduced/free lunch,GOOBU,18K
BXPDJ,Female,Qualifies for reduced/free lunch,GOOBU,18K
F1JQ8,Male,Qualifies for reduced/free lunch,GOOBU,18K
FW95I,Male,Qualifies for reduced/free lunch,GOOBU,18K
G1R40,Male,Qualifies for reduced/free lunch,GOOBU,18K
H02VP,Male,Qualifies for reduced/free lunch,GOOBU,18K
JQ4OT,Female,Qualifies for reduced/free lunch,GOOBU,18K
K8AKM,Male,Does not qualify,GOOBU,18K
KHMUC,Female,Qualifies for reduced/free lunch,GOOBU,18K
N1N93,Female,Qualifies for reduced/free lunch,GOOBU,18K
NT35W,Male,Qualifies for reduced/free lunch,GOOBU,18K
P6MIL,Female,Qualifies for reduced/free lunch,GOOBU,18K
PLN0Y,Male,Qualifies for reduced/free lunch,GOOBU,18K
T72EG,Male,Qualifies for reduced/free lunch,GOOBU,18K
U46W3,Female,Qualifies for reduced/free lunch,GOOBU,18K
V3J4V,Female,Qualifies for reduced/free lunch,GOOBU,18K
VIVT4,Female,Qualifies for reduced/free lunch,GOOBU,18K
VMAIX,Female,Qualifies for reduced/free lunch,GOOBU,18K
X01MT,Male,Qualifies for reduced/free lunch,GOOBU,18K
X1KJ2,Female,Does not qualify,GOOBU,18K
XVQ6F,Female,Qualifies for reduced/free lunch,GOOBU,18K
YVDVY,Female,Does not qualify,GOOBU,18K
YW9AS,Male,Qualifies for reduced/free lunch,GOOBU,18K
ZAUS9,Male,Qualifies for reduced/free lunch,GOOBU,18K
ZLJJG,Female,Qualifies for reduced/free lunch,GOOBU,18K
11I5O,Male,Qualifies for reduced/free lunch,GOOBU,CXC
2G98P,Female,Does not qualify,GOOBU,CXC
3EO9U,Female,Qualifies for reduced/free lunch,GOOBU,CXC
3JJUP,Male,Does not qualify,GOOBU,CXC
7X0DK,Male,Does not qualify,GOOBU,CXC
8AP2H,Female,Qualifies for reduced/free lunch,GOOBU,CXC
CF84B,Male,Qualifies for reduced/free lunch,GOOBU,CXC
DVU8C,Female,Qualifies for reduced/free lunch,GOOBU,CXC
F4L64,Female,Qualifies for reduced/free lunch,GOOBU,CXC
GXVMO,Female,Qualifies for reduced/free lunch,GOOBU,CXC
HPY7B,Female,Qualifies for reduced/free lunch,GOOBU,CXC
ITHSP,Male,Qualifies for reduced/free lunch,GOOBU,CXC
IXGKA,Male,Qualifies for reduced/free lunch,GOOBU,CXC
J65X1,Male,Qualifies for reduced/free lunch,GOOBU,CXC
JQC0G,Female,Qualifies for reduced/free lunch,GOOBU,CXC
JQPK7,Female,Qualifies for reduced/free lunch,GOOBU,CXC
JX5I4,Female,Qualifies for reduced/free lunch,GOOBU,CXC
KSX2Y,Male,Qualifies for reduced/free lunch,GOOBU,CXC
QUDU5,Female,Qualifies for reduced/free lunch,GOOBU,CXC
S5SBH,Female,Qualifies for reduced/free lunch,GOOBU,CXC
UPVQB,Female,Does not qualify,GOOBU,CXC
Y1CCJ,Female,Does not qualify,GOOBU,CXC
YSJ06,Male,Qualifies for reduced/free lunch,GOOBU,CXC
ZCA7A,Female,Qualifies for reduced/free lunch,GOOBU,CXC
09J0H,Female,Qualifies for reduced/free lunch,GOOBU,HKF
5FVZF,Male,Qualifies for reduced/free lunch,GOOBU,HKF
6GLIV,Female,Qualifies for reduced/free lunch,GOOBU,HKF
76TQY,Male,Qualifies for reduced/free lunch,GOOBU,HKF
78IT6,Female,Qualifies for reduced/free lunch,GOOBU,HKF
85XTO,Female,Qualifies for reduced/free lunch,GOOBU,HKF
8BONX,Male,Qualifies for reduced/free lunch,GOOBU,HKF
8LIDQ,Female,Qualifies for reduced/free lunch,GOOBU,HKF
C5QDD,Female,Qualifies for reduced/free lunch,GOOBU,HKF
ESWTA,Male,Qualifies for reduced/free lunch,GOOBU,HKF
ET5M9,Female,Qualifies for reduced/free lunch,GOOBU,HKF
G7UZ5,Male,Qualifies for reduced/free lunch,GOOBU,HKF
I6HEI,Female,Qualifies for reduced/free lunch,GOOBU,HKF
JR3ZP,Female,Qualifies for reduced/free lunch,GOOBU,HKF
LRVKJ,Male,Qualifies for reduced/free lunch,GOOBU,HKF
LTIOX,Male,Qualifies for reduced/free lunch,GOOBU,HKF
LW21L,Male,Qualifies for reduced/free lunch,GOOBU,HKF
M78WF,Male,Qualifies for reduced/free lunch,GOOBU,HKF
P4SN4,Male,Qualifies for reduced/free lunch,GOOBU,HKF
T7HV4,Male,Qualifies for reduced/free lunch,GOOBU,HKF
TJ7G8,Male,Qualifies for reduced/free lunch,GOOBU,HKF
UG0VP,Male,Qualifies for reduced/free lunch,GOOBU,HKF
UJQR2,Female,Qualifies for reduced/free lunch,GOOBU,HKF
UVLBR,Female,Qualifies for reduced/free lunch,GOOBU,HKF
W20C6,Female,Qualifies for reduced/free lunch,GOOBU,HKF
Y7AXC,Male,Qualifies for reduced/free lunch,GOOBU,HKF
ZC4LX,Male,Qualifies for reduced/free lunch,GOOBU,HKF
ZDEIJ,Female,Qualifies for reduced/free lunch,GOOBU,HKF
0DXGZ,Male,Qualifies for reduced/free lunch,GOOBU,PBA
0OW7I,Male,Qualifies for reduced/free lunch,GOOBU,PBA
1DA31,Male,Qualifies for reduced/free lunch,GOOBU,PBA
1GWDJ,Male,Qualifies for reduced/free lunch,GOOBU,PBA
2EXQP,Female,Qualifies for reduced/free lunch,GOOBU,PBA
2PEWE,Male,Qualifies for reduced/free lunch,GOOBU,PBA
4TYTZ,Male,Qualifies for reduced/free lunch,GOOBU,PBA
56VOR,Male,Qualifies for reduced/free lunch,GOOBU,PBA
5W6IT,Male,Qualifies for reduced/free lunch,GOOBU,PBA
6KYW4,Female,Does not qualify,GOOBU,PBA
9GEEG,Male,Qualifies for reduced/free lunch,GOOBU,PBA
B9AML,Male,Qualifies for reduced/free lunch,GOOBU,PBA
BG9FM,Male,Qualifies for reduced/free lunch,GOOBU,PBA
BHSCF,Male,Qualifies for reduced/free lunch,GOOBU,PBA
EQDEK,Male,Qualifies for reduced/free lunch,GOOBU,PBA
FZ955,Female,Qualifies for reduced/free lunch,GOOBU,PBA
GNFMX,Female,Qualifies for reduced/free lunch,GOOBU,PBA
GYLI8,Male,Does not qualify,GOOBU,PBA
M4RH1,Male,Qualifies for reduced/free lunch,GOOBU,PBA
MMHV2,Male,Qualifies for reduced/free lunch,GOOBU,PBA
OZ1IC,Female,Does not qualify,GOOBU,PBA
QYUIJ,Male,Qualifies for reduced/free lunch,GOOBU,PBA
ULA1C,Female,Qualifies for reduced/free lunch,GOOBU,PBA
XDCZU,Male,Qualifies for reduced/free lunch,GOOBU,PBA
0TG4E,Female,Qualifies for reduced/free lunch,GOOBU,U6J
3CQUU,Female,Qualifies for reduced/free lunch,GOOBU,U6J
3TJ3A,Female,Qualifies for reduced/free lunch,GOOBU,U6J
6OUSM,Female,Qualifies for reduced/free lunch,GOOBU,U6J
9178O,Male,Qualifies for reduced/free lunch,GOOBU,U6J
AZJMV,Female,Qualifies for reduced/free lunch,GOOBU,U6J
B2JPA,Female,Qualifies for reduced/free lunch,GOOBU,U6J
BLF0G,Female,Qualifies for reduced/free lunch,GOOBU,U6J
BRSSH,Male,Qualifies for reduced/free lunch,GOOBU,U6J
EIV0N,Female,Qualifies for reduced/free lunch,GOOBU,U6J
FXW0B,Male,Qualifies for reduced/free lunch,GOOBU,U6J
HMVID,Female,Qualifies for reduced/free lunch,GOOBU,U6J
J4404,Female,Qualifies for reduced/free lunch,GOOBU,U6J
K6069,Male,Qualifies for reduced/free lunch,GOOBU,U6J
MWVPD,Male,Qualifies for reduced/free lunch,GOOBU,U6J
OEWJ2,Male,Qualifies for reduced/free lunch,GOOBU,U6J
OKZQZ,Female,Qualifies for reduced/free lunch,GOOBU,U6J
QSDTJ,Male,Qualifies for reduced/free lunch,GOOBU,U6J
RACAL,Female,Qualifies for reduced/free lunch,GOOBU,U6J
RJWG7,Female,Qualifies for reduced/free lunch,GOOBU,U6J
T1IOZ,Female,Qualifies for reduced/free lunch,GOOBU,U6J
TGZB2,Female,Qualifies for reduced/free lunch,GOOBU,U6J
U9QL7,Male,Qualifies for reduced/free lunch,GOOBU,U6J
YG9VR,Female,Qualifies for reduced/free lunch,GOOBU,U6J
YP2OF,Female,Qualifies for reduced/free lunch,GOOBU,U6J
10A05,Female,Qualifies for reduced/free lunch,GOOBU,W8A
60JJW,Male,Qualifies for reduced/free lunch,GOOBU,W8A
65ZZN,Male,Does not qualify,GOOBU,W8A
6M88W,Male,Qualifies for reduced/free lunch,GOOBU,W8A
7H9LF,Female,Qualifies for reduced/free lunch,GOOBU,W8A
93CDF,Female,Qualifies for reduced/free lunch,GOOBU,W8A
9DKQ9,Female,Qualifies for reduced/free lunch,GOOBU,W8A
9UN3Z,Male,Qualifies for reduced/free lunch,GOOBU,W8A
A3JJP,Female,Qualifies for reduced/free lunch,GOOBU,W8A
AHIZI,Male,Does not qualify,GOOBU,W8A
BUDF2,Male,Qualifies for reduced/free lunch,GOOBU,W8A
D76QH,Male,Qualifies for reduced/free lunch,GOOBU,W8A
FFCHO,Male,Qualifies for reduced/free lunch,GOOBU,W8A
HLTZ9,Male,Qualifies for reduced/free lunch,GOOBU,W8A
J0V3K,Male,Qualifies for reduced/free lunch,GOOBU,W8A
JOWGS,Female,Qualifies for reduced/free lunch,GOOBU,W8A
KG0JT,Female,Qualifies for reduced/free lunch,GOOBU,W8A
KVGQU,Male,Qualifies for reduced/free lunch,GOOBU,W8A
M34JB,Female,Qualifies for reduced/free lunch,GOOBU,W8A
M3Q4U,Male,Qualifies for reduced/free lunch,GOOBU,W8A
NFXF0,Female,Qualifies for reduced/free lunch,GOOBU,W8A
QQJEC,Female,Qualifies for reduced/free lunch,GOOBU,W8A
RDNR9,Male,Qualifies for reduced/free lunch,GOOBU,W8A
SC382,Female,Qualifies for reduced/free lunch,GOOBU,W8A
UYKRK,Female,Qualifies for reduced/free lunch,GOOBU,W8A
UYY4U,Female,Qualifies for reduced/free lunch,GOOBU,W8A
1Q5IJ,Female,Does not qualify,IDGFP,05H
244TH,Male,Does not qualify,IDGFP,05H
2RBHS,Male,Does not qualify,IDGFP,05H
4V1FZ,Female,Does not qualify,IDGFP,05H
66F0E,Male,Does not qualify,IDGFP,05H
81HQ5,Male,Does not qualify,IDGFP,05H
AZ8TD,Female,Does not qualify,IDGFP,05H
BFTIU,Female,Does not qualify,IDGFP,05H
ECID0,Male,Does not qualify,IDGFP,05H
EKP6D,Male,Does not qualify,IDGFP,05H
LLVCV,Female,Does not qualify,IDGFP,05H
MNYAI,Male,Does not qualify,IDGFP,05H
MRJP3,Male,Does not qualify,IDGFP,05H
NNVWK,Male,Does not qualify,IDGFP,05H
O8JV2,Female,Does not qualify,IDGFP,05H
OD8GS,Male,Does not qualify,IDGFP,05H
OLXN2,Male,Does not qualify,IDGFP,05H
TDTSM,Male,Does not qualify,IDGFP,05H
VX97O,Female,Does not qualify,IDGFP,05H
WTS1I,Female,Does not qualify,IDGFP,05H
ZHM15,Female,Does not qualify,IDGFP,05H
ZJ9AC,Male,Does not qualify,IDGFP,05H
6AY2E,Female,Does not qualify,IDGFP,98D
70GY7,Male,Does not qualify,IDGFP,98D
72NKS,Female,Does not qualify,IDGFP,98D
9D5GC,Male,Does not qualify,IDGFP,98D
A99SV,Female,Does not qualify,IDGFP,98D
BU6TQ,Male,Does not qualify,IDGFP,98D
F5H1B,Male,Does not qualify,IDGFP,98D
FZDNX,Male,Does not qualify,IDGFP,98D
GBC87,Female,Does not qualify,IDGFP,98D
HHYKH,Female,Does not qualify,IDGFP,98D
IUKHE,Female,Does not qualify,IDGFP,98D
IWFBI,Male,Does not qualify,IDGFP,98D
MKL3E,Male,Does not qualify,IDGFP,98D
NYDF6,Male,Does not qualify,IDGFP,98D
PH300,Male,Does not qualify,IDGFP,98D
Q4Q2T,Female,Does not qualify,IDGFP,98D
QZPO5,Male,Does not qualify,IDGFP,98D
SA51C,Male,Does not qualify,IDGFP,98D
U10TY,Male,Does not qualify,IDGFP,98D
UF2ZX,Male,Does not qualify,IDGFP,98D
YLIKU,Female,Does not qualify,IDGFP,98D
0I7BC,Male,Does not qualify,IDGFP,G2L
1MZ88,Female,Does not qualify,IDGFP,G2L
3OE0R,Male,Does not qualify,IDGFP,G2L
7FG13,Female,Does not qualify,IDGFP,G2L
8JLKV,Female,Does not qualify,IDGFP,G2L
B3Q7F,Female,Does not qualify,IDGFP,G2L
BD68G,Male,Does not qualify,IDGFP,G2L
BYOML,Female,Does not qualify,IDGFP,G2L
CKFUH,Female,Does not qualify,IDGFP,G2L
DAAC3,Female,Does not qualify,IDGFP,G2L
K0RE7,Male,Does not qualify,IDGFP,G2L
KELXA,Male,Does not qualify,IDGFP,G2L
KO0KO,Female,Does not qualify,IDGFP,G2L
MABFE,Female,Does not qualify,IDGFP,G2L
NI2JW,Male,Does not qualify,IDGFP,G2L
QXGYA,Female,Does not qualify,IDGFP,G2L
T03W3,Female,Does not qualify,IDGFP,G2L
1QLNQ,Female,Does not qualify,IDGFP,P2A
37DM6,Female,Does not qualify,IDGFP,P2A
9JGL2,Female,Does not qualify,IDGFP,P2A
BYVSP,Male,Does not qualify,IDGFP,P2A
D9SR6,Female,Does not qualify,IDGFP,P2A
HXUZG,Male,Does not qualify,IDGFP,P2A
K5955,Male,Does not qualify,IDGFP,P2A
NWT24,Male,Does not qualify,IDGFP,P2A
P32P9,Male,Does not qualify,IDGFP,P2A
QXTHU,Male,Does not qualify,IDGFP,P2A
RG9R4,Male,Does not qualify,IDGFP,P2A
RVC99,Female,Does not qualify,IDGFP,P2A
SH2DM,Male,Does not qualify,IDGFP,P2A
TRDWB,Male,Does not qualify,IDGFP,P2A
UZ1YR,Male,Does not qualify,IDGFP,P2A
VT3PJ,Female,Does not qualify,IDGFP,P2A
W4KYQ,Female,Does not qualify,IDGFP,P2A
18U47,Male,Does not qualify,IDGFP,XZM
2DSRE,Female,Does not qualify,IDGFP,XZM
5NROF,Male,Does not qualify,IDGFP,XZM
66QL7,Male,Does not qualify,IDGFP,XZM
6OF17,Female,Does not qualify,IDGFP,XZM
703OV,Female,Does not qualify,IDGFP,XZM
AKMB6,Female,Does not qualify,IDGFP,XZM
EKU9C,Male,Does not qualify,IDGFP,XZM
GZBOQ,Male,Does not qualify,IDGFP,XZM
H5UUL,Male,Does not qualify,IDGFP,XZM
I284N,Female,Does not qualify,IDGFP,XZM
I3PZA,Female,Does not qualify,IDGFP,XZM
IHVXF,Male,Does not qualify,IDGFP,XZM
RGOYE,Male,Does not qualify,IDGFP,XZM
UBRDA,Female,Does not qualify,IDGFP,XZM
XBZ3J,Male,Does not qualify,IDGFP,XZM
XHZRD,Female,Does not qualify,IDGFP,XZM
1QW92,Male,Qualifies for reduced/free lunch,KFZMY,1VD
20GY6,Male,Qualifies for reduced/free lunch,KFZMY,1VD
270VO,Male,Qualifies for reduced/free lunch,KFZMY,1VD
