student_id,school,gender,lunch,pretest,posttest
BKV9M,DNQDD,Male,Does not qualify,60.0,68.0
D18ZU,DNQDD,Male,Does not qualify,62.0,72.0
E6Q1J,DNQDD,Female,Does not qualify,63.0,70.0
F8Q67,DNQDD,Male,Does not qualify,61.0,74.0
FWYBW,DNQDD,Female,Qualifies for reduced/free lunch,56.0,69.0
G3GYE,DNQDD,Female,Qualifies for reduced/free lunch,60.0,67.0
HEIPF,DNQDD,Male,Qualifies for reduced/free lunch,55.0,66.0
HEOZU,DNQDD,Female,Qualifies for reduced/free lunch,62.0,71.0
IXYC5,DNQDD,Male,Qualifies for reduced/free lunch,57.0,71.0
JZYO3,DNQDD,Female,Qualifies for reduced/free lunch,58.0,70.0
LMU2D,DNQDD,Male,Qualifies for reduced/free lunch,57.0,67.0
NHYYZ,DNQDD,Male,Does not qualify,62.0,69.0
NR8JR,DNQDD,Male,Qualifies for reduced/free lunch,55.0,65.0
O2EGZ,DNQDD,Female,Qualifies for reduced/free lunch,60.0,76.0
OKESX,DNQDD,Female,Qualifies for reduced/free lunch,52.0,62.0
RV35S,DNQDD,Female,Qualifies for reduced/free lunch,61.0,67.0
RVEQB,DNQDD,Female,Qualifies for reduced/free lunch,60.0,70.0
SVLAT,DNQDD,Female,Does not qualify,62.0,68.0
SZ7BS,DNQDD,Male,Qualifies for reduced/free lunch,60.0,64.0
WLH9L,DNQDD,Male,Does not qualify,67.0,75.0
Y2Z8M,DNQDD,Male,Does not qualify,61.0,70.0
Z7PUC,DNQDD,Female,Qualifies for reduced/free lunch,58.0,68.0
25M8Y,FBUMG,Male,Qualifies for reduced/free lunch,53.0,68.0
3234W,FBUMG,Male,Does not qualify,63.0,78.0
3431D,FBUMG,Male,Does not qualify,67.0,79.0
A3RYU,FBUMG,Male,Does not qualify,61.0,76.0
ARW1X,FBUMG,Male,Does not qualify,57.0,76.0
BZ38P,FBUMG,Female,Does not qualify,72.0,84.0
FNZ5V,FBUMG,Female,Does not qualify,65.0,78.0
H4WWF,FBUMG,Male,Qualifies for reduced/free lunch,56.0,73.0
HDPCP,FBUMG,Female,Does not qualify,64.0,77.0
KJGKN,FBUMG,Male,Does not qualify,65.0,80.0
S56V4,FBUMG,Male,Does not qualify,65.0,79.0
VMM7O,FBUMG,Male,Does not qualify,64.0,84.0
Y9W00,FBUMG,Female,Does not qualify,62.0,81.0
Z5DTY,FBUMG,Female,Does not qualify,58.0,78.0
04DG5,FBUMG,Female,Qualifies for reduced/free lunch,63.0,84.0
20M2D,FBUMG,Female,Qualifies for reduced/free lunch,68.0,85.0
39KCW,FBUMG,Male,Qualifies for reduced/free lunch,66.0,81.0
5Z1B6,FBUMG,Male,Does not qualify,68.0,88.0
6TLU8,FBUMG,Female,Does not qualify,66.0,81.0
ATQQJ,FBUMG,Female,Does not qualify,68.0,82.0
AYEU1,FBUMG,Male,Qualifies for reduced/free lunch,68.0,79.0
B9FSU,FBUMG,Male,Does not qualify,69.0,83.0
EV13K,FBUMG,Female,Does not qualify,66.0,83.0
I5H37,FBUMG,Male,Qualifies for reduced/free lunch,65.0,83.0
JC5I9,FBUMG,Female,Does not qualify,58.0,80.0
JPE2J,FBUMG,Male,Does not qualify,59.0,81.0
MFBYU,FBUMG,Female,Does not qualify,73.0,82.0
O144X,FBUMG,Male,Does not qualify,67.0,86.0
OGKP3,FBUMG,Male,Does not qualify,72.0,83.0
UMFI7,FBUMG,Female,Qualifies for reduced/free lunch,56.0,73.0
V1DNJ,FBUMG,Male,Does not qualify,61.0,76.0
YRN9S,FBUMG,Male,Does not qualify,68.0,87.0
07R5Z,FBUMG,Male,Does not qualify,57.0,79.0
39K0Q,FBUMG,Female,Does not qualify,62.0,76.0
3BUJG,FBUMG,Male,Does not qualify,58.0,68.0
7PML3,FBUMG,Male,Qualifies for reduced/free lunch,56.0,69.0
8FLEP,FBUMG,Female,Does not qualify,64.0,76.0
95X1X,FBUMG,Male,Qualifies for reduced/free lunch,58.0,73.0
IW48S,FBUMG,Male,Qualifies for reduced/free lunch,63.0,78.0
K0K0N,FBUMG,Male,Does not qualify,58.0,77.0
NU48M,FBUMG,Female,Does not qualify,61.0,77.0
OE2B4,FBUMG,Female,Does not qualify,60.0,74.0
UUSTB,FBUMG,Male,Does not qualify,55.0,72.0
VK6OF,FBUMG,Male,Does not qualify,59.0,74.0
XK8M9,FBUMG,Female,Does not qualify,64.0,80.0
Y9GZZ,FBUMG,Female,Does not qualify,65.0,75.0
34ANF,GJJHK,Female,Does not qualify,47.0,61.0
40S5U,GJJHK,Male,Qualifies for reduced/free lunch,38.0,49.0
4GUP5,GJJHK,Male,Qualifies for reduced/free lunch,47.0,60.0
7JBMI,GJJHK,Female,Qualifies for reduced/free lunch,48.0,61.0
7KY71,GJJHK,Female,Does not qualify,46.0,58.0
8EZAA,GJJHK,Male,Qualifies for reduced/free lunch,53.0,55.0
9P75A,GJJHK,Female,Qualifies for reduced/free lunch,44.0,58.0
AIU1M,GJJHK,Female,Qualifies for reduced/free lunch,45.0,57.0
CT443,GJJHK,Female,Qualifies for reduced/free lunch,48.0,61.0
EH504,GJJHK,Female,Qualifies for reduced/free lunch,46.0,55.0
EUYRP,GJJHK,Female,Qualifies for reduced/free lunch,47.0,59.0
F25BI,GJJHK,Male,Qualifies for reduced/free lunch,48.0,61.0
I7CCK,GJJHK,Female,Qualifies for reduced/free lunch,41.0,61.0
IZMFR,GJJHK,Female,Qualifies for reduced/free lunch,44.0,59.0
KEQ3F,GJJHK,Female,Qualifies for reduced/free lunch,46.0,57.0
LH25F,GJJHK,Male,Qualifies for reduced/free lunch,39.0,50.0
LM4OR,GJJHK,Female,Qualifies for reduced/free lunch,44.0,57.0
P3N7B,GJJHK,Female,Qualifies for reduced/free lunch,44.0,56.0
PFAAM,GJJHK,Female,Qualifies for reduced/free lunch,48.0,58.0
RX0B1,GJJHK,Female,Qualifies for reduced/free lunch,45.0,55.0
S8IFL,GJJHK,Male,Qualifies for reduced/free lunch,45.0,56.0
UXH3Z,GJJHK,Male,Qualifies for reduced/free lunch,46.0,64.0
0NJH4,GJJHK,Female,Qualifies for reduced/free lunch,61.0,75.0
4MEAA,GJJHK,Female,Qualifies for reduced/free lunch,60.0,76.0
4RJ6D,GJJHK,Male,Qualifies for reduced/free lunch,59.0,79.0
5X4KE,GJJHK,Male,Qualifies for reduced/free lunch,66.0,82.0
71A2K,GJJHK,Female,Qualifies for reduced/free lunch,65.0,76.0
72VS3,GJJHK,Male,Qualifies for reduced/free lunch,60.0,78.0
7812G,GJJHK,Female,Qualifies for reduced/free lunch,59.0,79.0
7QOXC,GJJHK,Male,Qualifies for reduced/free lunch,60.0,75.0
9Z43Y,GJJHK,Female,Qualifies for reduced/free lunch,65.0,82.0
AWC27,GJJHK,Male,Qualifies for reduced/free lunch,62.0,74.0
B9JUN,GJJHK,Female,Does not qualify,65.0,79.0
BVRKY,GJJHK,Female,Qualifies for reduced/free lunch,61.0,72.0
CGV37,GJJHK,Male,Qualifies for reduced/free lunch,66.0,79.0
CNEYB,GJJHK,Male,Qualifies for reduced/free lunch,59.0,75.0
DUG1A,GJJHK,Male,Qualifies for reduced/free lunch,61.0,79.0
FBVVD,GJJHK,Male,Does not qualify,65.0,80.0
I0L86,GJJHK,Female,Qualifies for reduced/free lunch,65.0,81.0
I30XE,GJJHK,Female,Qualifies for reduced/free lunch,61.0,85.0
JH2PX,GJJHK,Male,Qualifies for reduced/free lunch,63.0,78.0
PNO97,GJJHK,Female,Qualifies for reduced/free lunch,64.0,79.0
QZJWC,GJJHK,Female,Qualifies for reduced/free lunch,60.0,77.0
RUPTX,GJJHK,Female,Qualifies for reduced/free lunch,60.0,73.0
TMN52,GJJHK,Male,Does not qualify,65.0,84.0
WPYXQ,GJJHK,Female,Does not qualify,68.0,83.0
YPLB7,GJJHK,Female,Does not qualify,67.0,81.0
ZH0UC,GJJHK,Female,Qualifies for reduced/free lunch,60.0,74.0
ZLIIF,GJJHK,Male,Qualifies for reduced/free lunch,64.0,77.0
0YINX,GJJHK,Male,Qualifies for reduced/free lunch,55.0,64.0
1X80E,GJJHK,Female,Does not qualify,59.0,64.0
42M64,GJJHK,Male,Qualifies for reduced/free lunch,53.0,65.0
4EPVT,GJJHK,Male,Qualifies for reduced/free lunch,59.0,69.0
6TS1O,GJJHK,Male,Qualifies for reduced/free lunch,52.0,61.0
7X7KI,GJJHK,Male,Qualifies for reduced/free lunch,53.0,64.0
AX6YY,GJJHK,Female,Qualifies for reduced/free lunch,53.0,63.0
CZSGJ,GJJHK,Female,Qualifies for reduced/free lunch,58.0,65.0
IJKWF,GJJHK,Female,Does not qualify,55.0,72.0
ILS1W,GJJHK,Male,Qualifies for reduced/free lunch,62.0,72.0
KUH3Q,GJJHK,Male,Qualifies for reduced/free lunch,57.0,60.0
LFC9U,GJJHK,Male,Does not qualify,59.0,70.0
MIGU8,GJJHK,Male,Qualifies for reduced/free lunch,52.0,65.0
MMT5M,GJJHK,Male,Does not qualify,63.0,74.0
R1PZ7,GJJHK,Female,Qualifies for reduced/free lunch,57.0,69.0
RWS2C,GJJHK,Male,Qualifies for reduced/free lunch,55.0,63.0
SJ05X,GJJHK,Female,Qualifies for reduced/free lunch,54.0,69.0
USMBE,GJJHK,Female,Qualifies for reduced/free lunch,54.0,69.0
W1RIV,GJJHK,Male,Qualifies for reduced/free lunch,52.0,62.0
ZJ7VU,GJJHK,Male,Qualifies for reduced/free lunch,56.0,65.0
ZJHIT,GJJHK,Male,Does not qualify,56.0,62.0
0G5ME,GJJHK,Female,Qualifies for reduced/free lunch,52.0,57.0
0TIVQ,GJJHK,Female,Qualifies for reduced/free lunch,47.0,57.0
3RFLZ,GJJHK,Female,Qualifies for reduced/free lunch,45.0,49.0
5TM1N,GJJHK,Female,Qualifies for reduced/free lunch,47.0,54.0
73BV7,GJJHK,Female,Qualifies for reduced/free lunch,48.0,55.0
7K35Q,GJJHK,Female,Qualifies for reduced/free lunch,45.0,54.0
7SD9P,GJJHK,Male,Qualifies for reduced/free lunch,46.0,59.0
8D526,GJJHK,Male,Qualifies for reduced/free lunch,49.0,58.0
9S1OP,GJJHK,Male,Does not qualify,47.0,62.0
DZP4C,GJJHK,Female,Qualifies for reduced/free lunch,44.0,55.0
F3VMF,GJJHK,Female,Qualifies for reduced/free lunch,47.0,59.0
FYE5C,GJJHK,Female,Qualifies for reduced/free lunch,48.0,59.0
K3DEI,GJJHK,Female,Qualifies for reduced/free lunch,41.0,54.0
K6QF7,GJJHK,Female,Qualifies for reduced/free lunch,42.0,53.0
M14K7,GJJHK,Male,Does not qualify,45.0,60.0
N1YBR,GJJHK,Female,Qualifies for reduced/free lunch,52.0,59.0
O6C2E,GJJHK,Female,Qualifies for reduced/free lunch,44.0,51.0
P259Z,GJJHK,Female,Qualifies for reduced/free lunch,50.0,55.0
QUOMH,GJJHK,Female,Qualifies for reduced/free lunch,40.0,53.0
RT30S,GJJHK,Male,Qualifies for reduced/free lunch,40.0,51.0
S85CT,GJJHK,Male,Qualifies for reduced/free lunch,44.0,57.0
1AP9Z,GJJHK,Female,Qualifies for reduced/free lunch,58.0,67.0
2WHU2,GJJHK,Male,Qualifies for reduced/free lunch,54.0,60.0
74BU8,GJJHK,Male,Qualifies for reduced/free lunch,51.0,63.0
79WZ1,GJJHK,Male,Qualifies for reduced/free lunch,52.0,59.0
7ZTHI,GJJHK,Female,Qualifies for reduced/free lunch,57.0,70.0
8FPNB,GJJHK,Female,Does not qualify,54.0,65.0
B1OMF,GJJHK,Male,Qualifies for reduced/free lunch,56.0,66.0
BED44,GJJHK,Male,Qualifies for reduced/free lunch,52.0,59.0
CL6FV,GJJHK,Male,Qualifies for reduced/free lunch,55.0,69.0
DXOUM,GJJHK,Male,Qualifies for reduced/free lunch,49.0,62.0
EPWXS,GJJHK,Male,Qualifies for reduced/free lunch,52.0,63.0
FIRGN,GJJHK,Male,Qualifies for reduced/free lunch,55.0,64.0
FZMZP,GJJHK,Female,Qualifies for reduced/free lunch,57.0,63.0
GI2EF,GJJHK,Male,Qualifies for reduced/free lunch,54.0,67.0
HKS1U,GJJHK,Female,Qualifies for reduced/free lunch,56.0,64.0
K0K0A,GJJHK,Female,Does not qualify,54.0,66.0
K6ZPT,GJJHK,Male,Qualifies for reduced/free lunch,50.0,63.0
L8312,GJJHK,Female,Qualifies for reduced/free lunch,54.0,63.0
LB2TH,GJJHK,Male,Qualifies for reduced/free lunch,48.0,61.0
ND7EU,GJJHK,Female,Does not qualify,60.0,69.0
O8YKS,GJJHK,Female,Qualifies for reduced/free lunch,54.0,63.0
SPPI3,GJJHK,Female,Qualifies for reduced/free lunch,55.0,65.0
U2EMB,GJJHK,Female,Qualifies for reduced/free lunch,52.0,68.0
UKJAZ,GJJHK,Male,Qualifies for reduced/free lunch,49.0,65.0
VKH07,GJJHK,Male,Qualifies for reduced/free lunch,55.0,61.0
W5NUO,GJJHK,Male,Qualifies for reduced/free lunch,52.0,66.0
XRD78,GJJHK,Female,Qualifies for reduced/free lunch,55.0,64.0
4KZTB,GOKXL,Female,Qualifies for reduced/free lunch,50.0,72.0
73OKF,GOKXL,Female,Qualifies for reduced/free lunch,57.0,70.0
7GLHH,GOKXL,Male,Qualifies for reduced/free lunch,58.0,70.0
7PFTS,GOKXL,Male,Does not qualify,61.0,72.0
86R4S,GOKXL,Female,Does not qualify,60.0,70.0
99V7R,GOKXL,Male,Qualifies for reduced/free lunch,55.0,71.0
9TO9F,GOKXL,Male,Qualifies for reduced/free lunch,55.0,68.0
B5Y1R,GOKXL,Male,Does not qualify,55.0,74.0
BVRN8,GOKXL,Female,Qualifies for reduced/free lunch,52.0,65.0
C9ZJQ,GOKXL,Female,Qualifies for reduced/free lunch,53.0,72.0
DNCDV,GOKXL,Male,Qualifies for reduced/free lunch,54.0,72.0
GK1Q3,GOKXL,Female,Qualifies for reduced/free lunch,51.0,62.0
HCOHF,GOKXL,Male,Does not qualify,56.0,72.0
K2N0T,GOKXL,Female,Qualifies for reduced/free lunch,59.0,77.0
KI2M3,GOKXL,Male,Qualifies for reduced/free lunch,51.0,69.0
NK5EF,GOKXL,Male,Qualifies for reduced/free lunch,50.0,69.0
PLX9B,GOKXL,Female,Qualifies for reduced/free lunch,59.0,75.0
RFVK8,GOKXL,Female,Does not qualify,59.0,70.0
RTGSE,GOKXL,Female,Qualifies for reduced/free lunch,52.0,69.0
SQBOO,GOKXL,Male,Qualifies for reduced/free lunch,54.0,69.0
UPAJX,GOKXL,Male,Qualifies for reduced/free lunch,46.0,65.0
YSVSY,GOKXL,Male,Qualifies for reduced/free lunch,49.0,67.0
1990J,GOKXL,Female,Qualifies for reduced/free lunch,56.0,70.0
2UYFR,GOKXL,Male,Qualifies for reduced/free lunch,54.0,72.0
31EAI,GOKXL,Male,Qualifies for reduced/free lunch,57.0,71.0
5H30M,GOKXL,Male,Qualifies for reduced/free lunch,54.0,68.0
6THJV,GOKXL,Male,Does not qualify,58.0,68.0
8GKA1,GOKXL,Male,Qualifies for reduced/free lunch,59.0,70.0
B7ZPX,GOKXL,Female,Qualifies for reduced/free lunch,55.0,71.0
CESCR,GOKXL,Female,Qualifies for reduced/free lunch,51.0,69.0
DZLHN,GOKXL,Female,Qualifies for reduced/free lunch,58.0,71.0
EJH9S,GOKXL,Male,Qualifies for reduced/free lunch,54.0,74.0
ENASL,GOKXL,Male,Does not qualify,53.0,68.0
GVLVE,GOKXL,Male,Qualifies for reduced/free lunch,52.0,68.0
H6KJ5,GOKXL,Male,Qualifies for reduced/free lunch,51.0,66.0
JHKPJ,GOKXL,Female,Qualifies for reduced/free lunch,54.0,72.0
JX1DB,GOKXL,Female,Qualifies for reduced/free lunch,48.0,63.0
L1D2K,GOKXL,Male,Qualifies for reduced/free lunch,56.0,74.0
LBNRH,GOKXL,Male,Qualifies for reduced/free lunch,52.0,70.0
NRU3S,GOKXL,Male,Qualifies for reduced/free lunch,53.0,61.0
PUU4A,GOKXL,Female,Qualifies for reduced/free lunch,54.0,69.0
QOXPF,GOKXL,Male,Does not qualify,50.0,67.0
R4P1G,GOKXL,Male,Qualifies for reduced/free lunch,48.0,70.0
XHFUX,GOKXL,Male,Qualifies for reduced/free lunch,56.0,75.0
ZRYLC,GOKXL,Male,Qualifies for reduced/free lunch,53.0,69.0
0YXPR,GOKXL,Female,Qualifies for reduced/free lunch,48.0,56.0
1QIW0,GOKXL,Male,Does not qualify,49.0,57.0
1SDXS,GOKXL,Female,Qualifies for reduced/free lunch,40.0,52.0
6BFD2,GOKXL,Male,Does not qualify,42.0,61.0
876R0,GOKXL,Male,Qualifies for reduced/free lunch,43.0,57.0
APD4B,GOKXL,Male,Qualifies for reduced/free lunch,43.0,56.0
AXE5J,GOKXL,Female,Qualifies for reduced/free lunch,47.0,53.0
BPVY4,GOKXL,Female,Qualifies for reduced/free lunch,44.0,53.0
BR5EY,GOKXL,Female,Qualifies for reduced/free lunch,42.0,53.0
CR5FB,GOKXL,Male,Qualifies for reduced/free lunch,45.0,53.0
IJPLC,GOKXL,Male,Does not qualify,44.0,53.0
M5UK3,GOKXL,Female,Qualifies for reduced/free lunch,44.0,57.0
MOCJB,GOKXL,Male,Qualifies for reduced/free lunch,41.0,50.0
R8JLM,GOKXL,Female,Qualifies for reduced/free lunch,39.0,48.0
RTKNR,GOKXL,Male,Qualifies for reduced/free lunch,39.0,48.0
TME5H,GOKXL,Female,Qualifies for reduced/free lunch,43.0,53.0
WUYJ3,GOKXL,Female,Does not qualify,45.0,57.0
YT5M3,GOKXL,Male,Qualifies for reduced/free lunch,45.0,53.0
Z2T0F,GOKXL,Male,Qualifies for reduced/free lunch,36.0,51.0
0KZS6,GOOBU,Female,Qualifies for reduced/free lunch,47.0,58.0
3XNVR,GOOBU,Male,Qualifies for reduced/free lunch,50.0,57.0
4MTC1,GOOBU,Male,Qualifies for reduced/free lunch,48.0,53.0
7QOXV,GOOBU,Female,Qualifies for reduced/free lunch,53.0,57.0
AQCB5,GOOBU,Male,Qualifies for reduced/free lunch,46.0,59.0
BGPAQ,GOOBU,Male,Qualifies for reduced/free lunch,46.0,54.0
BV3MI,GOOBU,Male,Qualifies for reduced/free lunch,45.0,51.0
BXPDJ,GOOBU,Female,Qualifies for reduced/free lunch,44.0,55.0
F1JQ8,GOOBU,Male,Qualifies for reduced/free lunch,50.0,56.0
FW95I,GOOBU,Male,Qualifies for reduced/free lunch,49.0,58.0
G1R40,GOOBU,Male,Qualifies for reduced/free lunch,42.0,56.0
H02VP,GOOBU,Male,Qualifies for reduced/free lunch,47.0,53.0
JQ4OT,GOOBU,Female,Qualifies for reduced/free lunch,44.0,57.0
K8AKM,GOOBU,Male,Does not qualify,44.0,59.0
KHMUC,GOOBU,Female,Qualifies for reduced/free lunch,49.0,55.0
N1N93,GOOBU,Female,Qualifies for reduced/free lunch,47.0,55.0
NT35W,GOOBU,Male,Qualifies for reduced/free lunch,42.0,54.0
P6MIL,GOOBU,Female,Qualifies for reduced/free lunch,48.0,58.0
PLN0Y,GOOBU,Male,Qualifies for reduced/free lunch,45.0,51.0
T72EG,GOOBU,Male,Qualifies for reduced/free lunch,42.0,52.0
U46W3,GOOBU,Female,Qualifies for reduced/free lunch,43.0,60.0
V3J4V,GOOBU,Female,Qualifies for reduced/free lunch,52.0,59.0
VIVT4,GOOBU,Female,Qualifies for reduced/free lunch,41.0,53.0
VMAIX,GOOBU,Female,Qualifies for reduced/free lunch,50.0,57.0
X01MT,GOOBU,Male,Qualifies for reduced/free lunch,42.0,51.0
X1KJ2,GOOBU,Female,Does not qualify,47.0,59.0
XVQ6F,GOOBU,Female,Qualifies for reduced/free lunch,41.0,57.0
YVDVY,GOOBU,Female,Does not qualify,55.0,62.0
YW9AS,GOOBU,Male,Qualifies for reduced/free lunch,48.0,58.0
ZAUS9,GOOBU,Male,Qualifies for reduced/free lunch,51.0,62.0
ZLJJG,GOOBU,Female,Qualifies for reduced/free lunch,42.0,51.0
11I5O,GOOBU,Male,Qualifies for reduced/free lunch,31.0,39.0
2G98P,GOOBU,Female,Does not qualify,35.0,43.0
3EO9U,GOOBU,Female,Qualifies for reduced/free lunch,31.0,45.0
3JJUP,GOOBU,Male,Does not qualify,38.0,45.0
7X0DK,GOOBU,Male,Does not qualify,33.0,47.0
8AP2H,GOOBU,Female,Qualifies for reduced/free lunch,27.0,42.0
CF84B,GOOBU,Male,Qualifies for reduced/free lunch,36.0,44.0
DVU8C,GOOBU,Female,Qualifies for reduced/free lunch,33.0,46.0
F4L64,GOOBU,Female,Qualifies for reduced/free lunch,30.0,43.0
GXVMO,GOOBU,Female,Qualifies for reduced/free lunch,33.0,43.0
HPY7B,GOOBU,Female,Qualifies for reduced/free lunch,36.0,43.0
ITHSP,GOOBU,Male,Qualifies for reduced/free lunch,36.0,45.0
IXGKA,GOOBU,Male,Qualifies for reduced/free lunch,30.0,42.0
J65X1,GOOBU,Male,Qualifies for reduced/free lunch,33.0,43.0
JQC0G,GOOBU,Female,Qualifies for reduced/free lunch,34.0,48.0
JQPK7,GOOBU,Female,Qualifies for reduced/free lunch,37.0,41.0
JX5I4,GOOBU,Female,Qualifies for reduced/free lunch,33.0,36.0
KSX2Y,GOOBU,Male,Qualifies for reduced/free lunch,33.0,40.0
QUDU5,GOOBU,Female,Qualifies for reduced/free lunch,32.0,45.0
S5SBH,GOOBU,Female,Qualifies for reduced/free lunch,29.0,44.0
UPVQB,GOOBU,Female,Does not qualify,39.0,52.0
Y1CCJ,GOOBU,Female,Does not qualify,38.0,48.0
YSJ06,GOOBU,Male,Qualifies for reduced/free lunch,29.0,41.0
ZCA7A,GOOBU,Female,Qualifies for reduced/free lunch,33.0,46.0
09J0H,GOOBU,Female,Qualifies for reduced/free lunch,28.0,43.0
5FVZF,GOOBU,Male,Qualifies for reduced/free lunch,33.0,41.0
6GLIV,GOOBU,Female,Qualifies for reduced/free lunch,37.0,44.0
76TQY,GOOBU,Male,Qualifies for reduced/free lunch,28.0,45.0
78IT6,GOOBU,Female,Qualifies for reduced/free lunch,32.0,32.0
85XTO,GOOBU,Female,Qualifies for reduced/free lunch,30.0,43.0
8BONX,GOOBU,Male,Qualifies for reduced/free lunch,31.0,38.0
8LIDQ,GOOBU,Female,Qualifies for reduced/free lunch,27.0,43.0
C5QDD,GOOBU,Female,Qualifies for reduced/free lunch,28.0,45.0
ESWTA,GOOBU,Male,Qualifies for reduced/free lunch,32.0,38.0
ET5M9,GOOBU,Female,Qualifies for reduced/free lunch,23.0,35.0
G7UZ5,GOOBU,Male,Qualifies for reduced/free lunch,30.0,39.0
I6HEI,GOOBU,Female,Qualifies for reduced/free lunch,33.0,42.0
JR3ZP,GOOBU,Female,Qualifies for reduced/free lunch,30.0,39.0
LRVKJ,GOOBU,Male,Qualifies for reduced/free lunch,30.0,44.0
LTIOX,GOOBU,Male,Qualifies for reduced/free lunch,26.0,34.0
LW21L,GOOBU,Male,Qualifies for reduced/free lunch,31.0,42.0
M78WF,GOOBU,Male,Qualifies for reduced/free lunch,30.0,41.0
P4SN4,GOOBU,Male,Qualifies for reduced/free lunch,36.0,44.0
T7HV4,GOOBU,Male,Qualifies for reduced/free lunch,27.0,39.0
TJ7G8,GOOBU,Male,Qualifies for reduced/free lunch,36.0,43.0
UG0VP,GOOBU,Male,Qualifies for reduced/free lunch,30.0,41.0
UJQR2,GOOBU,Female,Qualifies for reduced/free lunch,32.0,42.0
UVLBR,GOOBU,Female,Qualifies for reduced/free lunch,31.0,45.0
W20C6,GOOBU,Female,Qualifies for reduced/free lunch,34.0,43.0
Y7AXC,GOOBU,Male,Qualifies for reduced/free lunch,30.0,40.0
ZC4LX,GOOBU,Male,Qualifies for reduced/free lunch,30.0,44.0
ZDEIJ,GOOBU,Female,Qualifies for reduced/free lunch,33.0,40.0
0DXGZ,GOOBU,Male,Qualifies for reduced/free lunch,41.0,49.0
0OW7I,GOOBU,Male,Qualifies for reduced/free lunch,40.0,50.0
1DA31,GOOBU,Male,Qualifies for reduced/free lunch,37.0,45.0
1GWDJ,GOOBU,Male,Qualifies for reduced/free lunch,37.0,44.0
2EXQP,GOOBU,Female,Qualifies for reduced/free lunch,40.0,51.0
2PEWE,GOOBU,Male,Qualifies for reduced/free lunch,41.0,51.0
4TYTZ,GOOBU,Male,Qualifies for reduced/free lunch,37.0,50.0
56VOR,GOOBU,Male,Qualifies for reduced/free lunch,36.0,49.0
5W6IT,GOOBU,Male,Qualifies for reduced/free lunch,41.0,54.0
6KYW4,GOOBU,Female,Does not qualify,40.0,52.0
9GEEG,GOOBU,Male,Qualifies for reduced/free lunch,39.0,46.0
B9AML,GOOBU,Male,Qualifies for reduced/free lunch,40.0,49.0
BG9FM,GOOBU,Male,Qualifies for reduced/free lunch,42.0,50.0
BHSCF,GOOBU,Male,Qualifies for reduced/free lunch,39.0,48.0
EQDEK,GOOBU,Male,Qualifies for reduced/free lunch,45.0,54.0
FZ955,GOOBU,Female,Qualifies for reduced/free lunch,42.0,48.0
GNFMX,GOOBU,Female,Qualifies for reduced/free lunch,43.0,54.0
GYLI8,GOOBU,Male,Does not qualify,44.0,54.0
M4RH1,GOOBU,Male,Qualifies for reduced/free lunch,40.0,51.0
MMHV2,GOOBU,Male,Qualifies for reduced/free lunch,36.0,48.0
OZ1IC,GOOBU,Female,Does not qualify,47.0,55.0
QYUIJ,GOOBU,Male,Qualifies for reduced/free lunch,43.0,53.0
ULA1C,GOOBU,Female,Qualifies for reduced/free lunch,38.0,51.0
XDCZU,GOOBU,Male,Qualifies for reduced/free lunch,40.0,54.0
0TG4E,GOOBU,Female,Qualifies for reduced/free lunch,44.0,52.0
3CQUU,GOOBU,Female,Qualifies for reduced/free lunch,40.0,52.0
3TJ3A,GOOBU,Female,Qualifies for reduced/free lunch,43.0,53.0
6OUSM,GOOBU,Female,Qualifies for reduced/free lunch,36.0,50.0
9178O,GOOBU,Male,Qualifies for reduced/free lunch,40.0,51.0
AZJMV,GOOBU,Female,Qualifies for reduced/free lunch,41.0,47.0
B2JPA,GOOBU,Female,Qualifies for reduced/free lunch,39.0,47.0
BLF0G,GOOBU,Female,Qualifies for reduced/free lunch,41.0,47.0
BRSSH,GOOBU,Male,Qualifies for reduced/free lunch,39.0,48.0
EIV0N,GOOBU,Female,Qualifies for reduced/free lunch,37.0,46.0
FXW0B,GOOBU,Male,Qualifies for reduced/free lunch,44.0,52.0
HMVID,GOOBU,Female,Qualifies for reduced/free lunch,38.0,44.0
J4404,GOOBU,Female,Qualifies for reduced/free lunch,35.0,52.0
K6069,GOOBU,Male,Qualifies for reduced/free lunch,35.0,48.0
MWVPD,GOOBU,Male,Qualifies for reduced/free lunch,38.0,51.0
OEWJ2,GOOBU,Male,Qualifies for reduced/free lunch,41.0,52.0
OKZQZ,GOOBU,Female,Qualifies for reduced/free lunch,31.0,44.0
QSDTJ,GOOBU,Male,Qualifies for reduced/free lunch,37.0,47.0
RACAL,GOOBU,Female,Qualifies for reduced/free lunch,36.0,48.0
RJWG7,GOOBU,Female,Qualifies for reduced/free lunch,41.0,46.0
T1IOZ,GOOBU,Female,Qualifies for reduced/free lunch,39.0,50.0
TGZB2,GOOBU,Female,Qualifies for reduced/free lunch,36.0,53.0
U9QL7,GOOBU,Male,Qualifies for reduced/free lunch,37.0,48.0
YG9VR,GOOBU,Female,Qualifies for reduced/free lunch,38.0,48.0
YP2OF,GOOBU,Female,Qualifies for reduced/free lunch,39.0,47.0
10A05,GOOBU,Female,Qualifies for reduced/free lunch,35.0,55.0
60JJW,GOOBU,Male,Qualifies for reduced/free lunch,37.0,54.0
65ZZN,GOOBU,Male,Does not qualify,40.0,59.0
6M88W,GOOBU,Male,Qualifies for reduced/free lunch,37.0,61.0
